City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,rouissat,31.9243,5.3502,34.04,21,0,4.12,DZ,1687818254
363,kidal,18.4411,1.4078,33.94,31,70,2.39,ML,1687818254
364,nuku'alofa,-21.1333,-175.2,25.19,61,20,4.12,TO,1687818254
365,saldanha,-33.0117,17.9442,15.03,86,28,5.37,ZA,1687818255
366,aral,40.5156,81.2636,22.1,38,34,3.82,CN,1687818255
367,zaozersk,69.4005,32.4476,7.4,93,7,0.85,RU,1687818255
368,college,64.8569,-147.8028,20.61,49,75,1.54,US,1687818255
369,dubti,11.7361,41.0853,35.03,21,27,3.37,ET,1687818255
370,yerofey pavlovich,53.9667,121.9667,17.59,64,2,3.01,RU,1687818255
371,tandil,-37.3217,-59.1332,7.6,64,100,2.6,AR,1687818255
372,trinidad,-14.8333,-64.9,30.99,62,20,0.0,BO,1687818256
373,chimore,-16.9833,-65.1333,26.21,66,99,0.75,BO,1687818256
374,vadso,70.0744,29.7487,10.49,89,77,3.09,NO,1687818256
375,eureka,40.8021,-124.1637,24.26,78,86,2.68,US,1687818207
376,belyy yar,53.6039,91.3903,7.94,100,0,0.0,RU,1687818256
377,burley,42.5357,-113.7928,21.83,36,81,4.97,US,1687818256
378,yarmouth,41.7057,-70.2286,25.26,89,100,4.12,US,1687818256
379,souillac,-20.5167,57.5167,18.21,94,40,2.06,MU,1687818257
380,shache,38.4167,77.2406,26.27,26,100,2.78,CN,1687818257
381,'ain el hadjar,34.7585,0.1453,22.63,34,0,2.32,DZ,1687818257
382,riohacha,11.5444,-72.9072,29.06,84,40,5.14,CO,1687818257
383,sault ste. marie,46.5168,-84.3333,22.31,93,75,7.2,CA,1687818114
384,hasaki,35.7333,140.8333,25.16,86,100,3.83,JP,1687818257
385,forest grove,45.5198,-123.1107,27.96,42,0,2.57,US,1687818258
386,egilsstadir,65.2653,-14.3948,11.95,76,75,3.6,IS,1687818258
387,tolanaro,-25.0319,46.9987,18.04,77,20,3.09,MG,1687818258
388,al jawf,29.5,38.75,27.49,15,0,4.18,SA,1687818258
389,kapuskasing,49.4169,-82.4331,16.0,77,100,5.14,CA,1687818258
390,katabu,-4.9333,122.5167,23.87,95,8,1.41,ID,1687818258
391,tuburan,6.6439,122.2736,24.05,77,82,1.27,PH,1687818259
392,belmonte,-15.8631,-38.8828,22.54,86,50,3.43,BR,1687818259
393,chaman,30.9236,66.4512,27.74,52,62,3.92,PK,1687818259
394,presidencia roque saenz pena,-26.7852,-60.4388,26.38,45,0,3.0,AR,1687818259
395,rabaul,-4.1967,152.1721,27.19,80,88,9.72,PG,1687818259
396,sao jose do rio pardo,-21.5956,-46.8886,16.76,61,0,2.83,BR,1687818107
397,mamadysh,55.7152,51.408,14.6,73,8,2.07,RU,1687818259
398,taybad,34.74,60.7756,24.36,20,0,5.23,IR,1687818260
399,ende,-8.8432,121.6623,24.2,89,17,0.28,ID,1687818260
400,geraldton,-28.7667,114.6,4.23,93,0,3.09,AU,1687818260
401,saint-philippe,-21.3585,55.7679,17.77,65,0,2.3,RE,1687818260
402,fort mcmurray,56.7268,-111.381,22.77,78,75,3.6,CA,1687818167
403,zaragoza,41.6561,-0.8773,23.25,58,20,9.26,ES,1687818253
404,coahuayana de hidalgo,18.7,-103.6583,31.82,63,96,3.51,MX,1687818260
405,barranca,-10.75,-77.7667,21.25,76,13,4.87,PE,1687818260
406,noyabrsk,63.1994,75.4507,7.42,82,22,2.67,RU,1687818262
407,kristiansund,63.1115,7.732,17.03,88,20,5.66,NO,1687818262
408,port douglas,-16.4833,145.4667,24.05,74,91,5.89,AU,1687818262
409,thongwa,16.7619,96.5278,26.09,90,99,1.76,MM,1687818262
410,kaa-khem,51.6833,94.7333,9.52,66,100,1.64,RU,1687818263
411,al artawiyah,26.5053,45.3444,30.36,12,0,2.93,SA,1687818263
412,tomatlan,19.9333,-105.25,31.68,62,63,4.44,MX,1687818263
413,weyburn,49.6668,-103.8511,20.12,60,96,8.75,CA,1687818263
414,plastun,44.7561,136.2939,19.12,91,100,1.74,RU,1687818263
415,kavaratti,10.5669,72.642,26.49,86,100,9.57,IN,1687818263
416,touros,-5.1989,-35.4608,24.97,82,14,4.29,BR,1687818264
417,seydi,39.4816,62.9137,26.11,21,0,1.5,TM,1687818264
418,pacific grove,36.6177,-121.9166,24.34,81,75,5.14,US,1687818264
419,togur,58.3631,82.8265,9.65,92,97,1.8,RU,1687818264
420,mogocha,53.7333,119.7667,16.08,77,2,2.43,RU,1687818264
421,jayapura,-2.5333,140.7,25.66,94,100,2.6,ID,1687818160
422,tamandare,-8.7597,-35.1047,24.11,87,64,5.77,BR,1687818264
423,fort st. john,56.2499,-120.8529,24.94,41,75,0.0,CA,1687818265
424,motygino,58.1831,94.7592,7.9,93,100,2.18,RU,1687818265
425,susuman,62.7833,148.1667,20.84,63,42,0.64,RU,1687818265
426,inongo,-1.95,18.2667,20.54,96,97,1.74,CD,1687818265
427,machali,-34.1833,-70.6667,11.6,100,75,1.03,CL,1687818265
428,fort bragg,35.139,-79.006,33.32,53,0,6.69,US,1687818134
429,caxito,-8.5785,13.6643,18.36,96,16,1.13,AO,1687818266
430,tumaco,1.7986,-78.8156,27.26,78,34,3.48,CO,1687818266
431,yeniseysk,58.4497,92.1703,7.03,87,99,1.67,RU,1687818130
432,juneau,58.3019,-134.4197,14.12,98,100,6.69,US,1687818157
433,cabo san lucas,22.8909,-109.9124,33.61,61,0,5.14,MX,1687818144
434,magistral'nyy,56.1725,107.4458,13.68,98,100,0.81,RU,1687818266
435,kirillov,59.863,38.3813,15.52,62,84,1.22,RU,1687818267
436,mazamari,-11.3258,-74.5308,27.99,57,12,0.3,PE,1687818267
437,molina,-35.1167,-71.2833,11.85,99,100,2.06,CL,1687818267
438,bathurst,-33.4166,149.5806,4.9,96,58,1.31,AU,1687818267
439,santa ana,33.7456,-117.8678,32.62,54,0,4.63,US,1687818093
440,lubango,-14.9172,13.4925,9.92,87,0,3.09,AO,1687818267
441,brisas de zicatela,15.8369,-97.0419,30.29,58,75,2.57,MX,1687818267
442,ke-macina,13.9623,-5.3572,31.88,44,84,2.22,ML,1687818268
443,itamaraca,-7.7478,-34.8256,24.03,88,40,5.53,BR,1687818268
444,saguenay,48.4168,-71.0657,18.46,77,100,6.17,CA,1687818268
445,kangding,30.0513,101.9603,14.54,93,89,1.06,CN,1687818268
446,sao jose da coroa grande,-8.8978,-35.1478,24.12,87,68,6.07,BR,1687818268
447,la'ie,21.6477,-157.9253,26.98,68,21,8.7,US,1687818268
448,strezhevoy,60.7333,77.5889,7.32,76,54,1.75,RU,1687818268
449,buala,-8.145,159.5921,26.9,71,100,5.01,SB,1687818269
450,ugoofaaru,5.6667,73.0,26.41,84,100,8.39,MV,1687818269
451,dakhla,23.6848,-15.958,21.19,87,0,4.59,EH,1687818269
452,aykhal,66.0,111.5,14.82,45,84,3.67,RU,1687818269
453,lokot',52.565,34.5776,12.28,96,100,5.07,RU,1687818269
454,guatrache,-37.6678,-63.5302,11.86,42,97,1.83,AR,1687818269
455,zyrya,40.3661,50.2917,21.05,70,0,3.52,AZ,1687818270
456,ylitornio,66.3089,23.6773,13.52,96,95,1.78,FI,1687818270
457,sao vicente,-23.9631,-46.3919,26.82,26,0,1.41,BR,1687818270
458,puerto carreno,6.189,-67.4859,29.99,74,75,3.09,CO,1687818270
459,aioun,16.6614,-9.6149,32.46,41,100,8.38,MR,1687818270
460,daugavpils,55.8833,26.5333,12.54,97,78,2.02,LV,1687818270
461,alenquer,-1.9417,-54.7383,27.28,72,88,1.41,BR,1687818271
462,hanceville,34.0607,-86.7675,32.48,40,0,4.59,US,1687818271
463,medianeira,-25.2953,-54.0939,16.33,84,0,1.8,BR,1687818271
464,namtsy,62.7161,129.6658,21.28,75,85,0.66,RU,1687818271
465,lanxi,29.2195,119.477,24.42,93,78,0.54,CN,1687818271
466,vikulovo,56.8167,70.6107,11.47,91,100,5.94,RU,1687818271
467,chui,-33.6971,-53.4616,17.79,98,85,2.1,UY,1687818272
468,dawei,14.0833,98.2,24.34,91,98,0.2,MM,1687818272
469,wuyang,31.9925,116.2472,22.6,89,0,2.2,CN,1687818272
470,alofi,-19.0595,-169.9187,26.94,65,40,3.09,NU,1687818272
471,araguaina,-7.1911,-48.2072,26.85,36,78,1.72,BR,1687818272
472,pratt,37.6439,-98.7376,31.12,30,0,4.63,US,1687818272
473,chernyshevskiy,63.0128,112.4714,15.19,71,57,3.81,RU,1687818273
474,kuala belait,4.5833,114.1833,25.09,92,84,2.56,BN,1687818273
475,vangaindrano,-23.35,47.6,14.99,88,2,1.93,MG,1687818273
476,saryozek,44.3583,77.9753,16.32,52,3,4.47,KZ,1687818273
477,cabedelo,-6.9811,-34.8339,24.37,85,15,5.14,BR,1687818089
478,shiraz,29.6036,52.5388,25.69,22,0,2.06,IR,1687818273
479,quellon,-43.1167,-73.6167,8.14,93,100,1.54,CL,1687818274
480,stavern,59.0,10.0333,16.21,96,100,3.1,NO,1687818274
481,n'zeto,-7.2312,12.8666,20.94,93,28,4.56,AO,1687818274
482,pine bluff,34.2284,-92.0032,34.07,54,0,2.57,US,1687818274
483,sunland park,31.7965,-106.58,42.25,9,0,3.6,US,1687818274
484,rawlins,41.7911,-107.2387,27.94,9,0,7.2,US,1687818274
485,jining,35.405,116.5814,24.95,76,44,3.57,CN,1687818275
486,bull savanna,17.8868,-77.5902,28.21,69,60,7.02,JM,1687818275
487,kalmunai,7.4167,81.8167,26.47,79,100,3.01,LK,1687818275
488,rawai,7.7797,98.3253,28.06,75,100,6.39,TH,1687818275
489,christchurch,-43.5333,172.6333,10.18,86,75,5.14,NZ,1687817982
490,yeed,4.55,43.0333,24.89,66,92,7.74,SO,1687818275
491,colonia,50.9333,6.95,17.75,62,0,2.57,DE,1687818256
492,gorontalo,0.5412,123.0595,23.84,94,20,0.92,ID,1687818276
493,bekovo,52.4663,43.712,14.34,77,100,3.67,RU,1687818276
494,narvik,68.4384,17.4272,17.37,74,10,2.96,NO,1687818276
495,hoemul-li,41.4339,129.67,18.52,97,100,1.91,KP,1687818276
496,tobruk,32.0836,23.9764,23.1,90,1,4.6,LY,1687818276
497,shizunai-furukawacho,42.3339,142.3669,18.58,83,77,4.09,JP,1687818276
498,dali,25.7,100.1833,17.09,89,46,1.83,CN,1687818277
499,wajir,1.7471,40.0573,24.19,62,89,7.97,KE,1687818277
500,kerimaki,61.9167,29.2833,12.97,82,0,0.51,FI,1687818277
501,livingston,55.9029,-3.5226,14.0,86,0,3.6,GB,1687818277
502,najaf,31.9985,44.3398,43.88,7,0,3.6,IQ,1687818277
503,hau-ri,41.2006,129.4703,18.9,99,97,0.98,KP,1687818278
504,ola,59.5833,151.2833,11.75,85,55,2.22,RU,1687818278
505,banikoara,11.2985,2.4386,26.21,70,44,1.51,BJ,1687818278
506,sohbatpur,28.5202,68.5434,35.44,37,98,2.9,PK,1687818278
507,puerto armuelles,8.2833,-82.8667,28.99,74,99,2.24,PA,1687818278
508,le port,-20.9373,55.2919,18.0,82,18,2.19,RE,1687818278
509,soata,6.3337,-72.6828,20.44,77,65,0.63,CO,1687818278
510,paea,-17.6833,-149.5833,29.84,58,20,6.69,PF,1687818279
511,raduzhny,62.0961,77.475,7.11,85,9,0.85,RU,1687818279
512,kaohsiung,22.6163,120.3133,28.35,82,40,2.57,TW,1687818260
513,kralendijk,12.15,-68.2667,28.99,79,75,7.72,BQ,1687818279
514,xichang,27.8964,102.2634,18.81,90,96,0.85,CN,1687818279
515,'ain el melh,34.8415,4.1638,26.79,30,0,1.36,DZ,1687818279
516,pontes e lacerda,-15.2261,-59.3353,25.22,47,4,1.29,BR,1687818280
517,the bottom,17.6259,-63.2492,28.31,78,100,4.59,BQ,1687818280
518,rokytne,51.2796,27.214,15.72,73,64,1.77,UA,1687818280
519,shibata,37.95,139.3333,23.93,73,75,4.12,JP,1687818280
520,pontianak,-0.0333,109.3333,21.99,100,27,0.51,ID,1687818280
521,santa rosalia,27.3167,-112.2833,32.42,37,71,1.9,MX,1687818280
522,nueva esperanza,15.2667,-87.6,26.79,86,99,1.99,HN,1687818281
523,kruisfontein,-34.0033,24.7314,13.27,94,100,5.93,ZA,1687818281
524,mirny,62.5353,113.9611,15.13,82,33,3.13,RU,1687818281
525,alesund,62.4723,6.1549,15.74,93,75,5.66,NO,1687818281
526,ozernyy,55.5802,32.4127,12.49,97,100,1.65,RU,1687818020
527,gangtok,27.3333,88.6167,18.24,94,92,0.24,IN,1687818281
528,tari,12.4086,4.4914,28.86,60,76,3.87,NG,1687818281
529,palasa,18.7667,84.4167,27.36,80,100,2.81,IN,1687818281
530,santa barbara,34.7333,-120.0343,23.77,57,0,5.14,US,1687818282
531,ladovskaya balka,45.6297,41.4023,19.1,94,100,2.9,RU,1687818023
532,webuye,0.6075,34.7697,14.85,92,38,1.69,KE,1687818282
533,chadan,51.2833,91.5833,7.2,68,5,1.39,RU,1687818282
534,monrovia,6.3005,-10.7969,24.87,85,100,6.33,LR,1687818151
535,stjordalshalsen,63.4681,10.9262,23.0,46,0,4.12,NO,1687818282
536,rongelap,11.1635,166.8941,28.07,83,56,9.28,MH,1687818282
537,roma,43.2128,-75.4557,24.93,70,0,5.14,US,1687818049
538,salinopolis,-0.6136,-47.3561,25.8,85,35,5.28,BR,1687818174
539,madalena,41.2162,-8.3345,21.83,82,98,0.62,PT,1687818283
540,tubarjal,30.4999,38.216,26.46,26,0,7.31,SA,1687818283
541,xining,36.6167,101.7667,14.45,67,100,1.18,CN,1687818283
542,zhezqazghan,47.7833,67.7667,9.32,71,0,3.0,KZ,1687818283
543,dori,14.0354,-0.0345,33.59,41,54,1.92,BF,1687818283
544,muli,2.9167,73.5667,28.32,75,98,5.46,MV,1687818284
545,yanbu,24.0891,38.0637,32.02,37,0,3.09,SA,1687818284
546,westport,41.1415,-73.3579,25.18,79,75,3.6,US,1687818050
547,brokopondo,4.75,-55.1667,27.71,72,100,1.53,SR,1687818285
548,gopalpur,19.2667,84.9167,28.37,77,99,2.65,IN,1687818285
549,petawawa,45.9001,-77.3328,23.89,84,82,3.82,CA,1687818285
550,selkirk,50.1436,-96.8845,28.38,59,91,3.34,CA,1687818286
551,luderitz,-26.6481,15.1594,13.36,87,100,6.95,NA,1687818286
552,tommot,58.9564,126.2925,19.77,72,98,1.02,RU,1687818286
553,haiku-pauwela,20.9219,-156.3051,28.01,51,20,9.77,US,1687818286
554,cozumel,20.5083,-86.9458,29.04,83,75,3.6,MX,1687818049
555,princeville,45.7668,-61.2985,15.39,87,100,6.69,CA,1687818286
556,lasem,-6.6922,111.4527,23.65,87,39,2.74,ID,1687818287
557,katsuren-haebaru,26.3369,127.8719,28.01,82,40,4.12,JP,1687818287
558,namrup,27.1833,95.3333,24.49,97,92,1.27,IN,1687818287
559,santa elena,-2.2333,-80.85,27.75,74,40,4.63,EC,1687818287
560,orange walk,17.8333,-88.8333,33.71,46,94,3.21,BZ,1687818287
561,mossel bay,-34.1831,22.146,12.96,90,87,10.77,ZA,1687818287
562,lerwick,60.1545,-1.1494,13.0,92,66,4.33,GB,1687818288
563,dowlatabad,32.7998,51.6955,25.82,21,0,0.0,IR,1687818288
564,fortaleza,-3.7227,-38.5247,27.34,78,75,4.12,BR,1687818103
565,ouarzazat,30.9189,-6.8934,32.16,11,40,2.57,MA,1687818288
